Unnamed: 0,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
96,Alexa Grasso,Randa Markos,1,,f,DEC,3,2017,10,2,0,0,165.1,167.64,1,4.5,42.0,3.08,67.0,0.31,50.0,63.0,0.3,83.333336,1993,8,7,1,0,162.56,160.02,1,2.92,41.0,3.26,61.0,1.61,26.0,53.0,0.2,50.0,1985
97,Niko Price,Alan Jouban,1,170.0,f,KO/TKO,1,2017,12,2,0,1,182.88,193.04,1,2.5,29.0,4.04,56.0,1.44,28.0,75.0,1.8,80.0,1989,16,6,0,0,182.88,185.42,0,5.41,53.0,3.48,60.0,0.52,50.0,62.0,0.0,72.72727,1981
99,Sam Alvey,Rashad Evans,1,185.0,f,DEC,3,2017,33,11,0,1,187.96,190.5,0,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,1986,24,8,1,0,182.88,190.5,1,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,72.72727,1979
100,Alejandro Perez,Andre Soukhamthath,1,135.0,f,DEC,3,2017,22,6,1,0,167.64,170.18,1,3.71,35.0,2.88,65.0,0.46,16.0,63.0,0.1,75.86207,1989,13,6,0,0,175.26,177.8,1,3.22,45.0,3.89,54.0,1.59,63.0,75.0,0.2,68.42105,1988
102,Dustin Ortiz,Hector Sandoval,1,125.0,f,KO/TKO,1,2017,19,7,0,0,165.1,165.1,1,2.91,43.0,2.24,56.0,3.01,35.0,54.0,0.1,73.07692,1988,14,4,0,0,157.48,162.56,1,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,77.77778,1986
105,Joseph Morales,Roberto Sanchez,1,125.0,f,SUB,1,2017,9,2,0,0,167.64,175.26,0,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6,81.818184,1994,8,2,0,0,167.64,167.64,1,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7,80.0,1986
107,Alexander Volkov,Stefan Struve,1,265.0,f,KO/TKO,3,2017,30,7,0,0,200.66,203.2,1,5.31,60.0,2.39,56.0,0.86,75.0,75.0,0.3,81.08108,1988,32,11,0,0,210.82,213.36,1,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,1988
108,Siyar Bahadurzada,Rob Wilkinson,1,185.0,f,KO/TKO,2,2017,24,6,1,0,180.34,185.42,1,3.49,49.0,2.22,52.0,1.24,83.0,68.0,0.5,77.41936,1984,11,2,0,0,190.5,203.2,1,2.74,50.0,5.66,39.0,4.47,25.0,0.0,0.0,84.61539,1992
109,Talita Bernardo,Marion Reneau,0,,f,KO/TKO,3,2017,6,3,0,0,162.56,172.72,1,2.85,46.0,3.65,58.0,2.0,25.0,50.0,0.7,66.666664,1987,9,4,1,0,167.64,172.72,1,3.41,41.0,2.45,67.0,0.26,100.0,52.0,1.2,64.28571,1977
110,Bryan Barberena,Leon Edwards,0,170.0,f,DEC,3,2017,14,5,0,0,182.88,182.88,0,4.98,49.0,3.71,49.0,0.34,40.0,47.0,0.3,73.68421,1989,16,3,0,0,182.88,187.96,0,2.38,48.0,1.99,55.0,1.26,29.0,70.0,0.5,84.210526,1991
111,Bojan Velickovic,Darren Till,0,170.0,f,DEC,3,2017,15,6,1,0,182.88,193.04,0,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5,68.181816,1988,17,1,1,0,182.88,187.96,0,2.39,45.0,2.98,61.0,0.5,33.0,86.0,0.0,89.47369,1992
112,Felipe Silva,Mairbek Taisumov,0,155.0,f,KO/TKO,1,2017,8,2,0,0,182.88,195.58,1,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0,80.0,1984,27,5,0,0,175.26,185.42,1,2.88,41.0,2.02,63.0,1.66,77.0,87.0,0.0,84.375,1988
113,Michel Prazeres,Mads Burnell,1,155.0,f,SUB,3,2017,26,2,0,0,167.64,170.18,1,2.59,47.0,2.32,60.0,4.22,38.0,47.0,0.7,92.85714,1981,9,3,0,0,172.72,175.26,1,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4,75.0,1994
114,Desmond Green,Rustam Khabilov,0,155.0,f,DEC,3,2017,21,8,0,0,177.8,185.42,0,3.21,42.0,2.21,71.0,1.0,35.0,73.0,0.0,72.413795,1989,23,3,0,0,172.72,185.42,1,2.01,34.0,1.85,64.0,4.04,45.0,61.0,0.1,88.46154,1986
115,Francimar Barroso,Aleksandar Rakic,0,205.0,f,DEC,3,2017,19,7,0,1,185.42,190.5,1,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,70.37037,1980,10,1,0,0,193.04,198.12,1,5.0,51.0,1.2,55.0,1.5,75.0,86.0,0.0,90.90909,1992
116,Zabit Magomedsharipov,Mike Santiago,1,145.0,f,SUB,2,2017,16,1,0,0,185.42,185.42,1,4.49,52.0,2.35,66.0,7.24,63.0,77.0,1.3,94.117645,1991,21,12,0,0,177.8,175.26,1,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1,63.636364,1989
117,Bojan Mihajlovic,Abdul-Kerim Edilov,0,205.0,f,KO/TKO,2,2017,10,6,0,0,180.34,185.42,1,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,62.5,1980,17,4,0,0,187.96,198.12,1,10.22,61.0,0.13,92.0,3.98,100.0,0.0,2.0,80.95238,1991
118,Andrew Holbrook,Thibault Gouti,0,155.0,f,KO/TKO,1,2017,12,3,0,0,180.34,177.8,0,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,80.0,1986,12,5,0,0,177.8,182.88,1,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3,70.588234,1987
119,Amanda Nunes,Valentina Shevchenko,1,,t,DEC,5,2017,16,4,0,0,172.72,175.26,1,4.55,51.0,2.88,56.0,1.82,40.0,79.0,0.6,80.0,1988,15,3,0,0,165.1,170.18,0,3.31,52.0,2.38,57.0,1.82,54.0,73.0,0.5,83.333336,1988
120,Neil Magny,Rafael Dos Anjos,0,170.0,f,SUB,1,2017,21,8,0,0,190.5,203.2,1,3.86,46.0,2.22,56.0,2.62,46.0,60.0,0.3,72.413795,1987,28,10,0,0,172.72,177.8,0,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984
121,Henry Cejudo,Wilson Reis,1,125.0,f,KO/TKO,2,2017,13,2,0,0,162.56,162.56,1,3.42,42.0,2.6,67.0,2.31,35.0,88.0,0.1,86.666664,1987,22,9,0,0,162.56,165.1,0,1.82,29.0,2.99,55.0,4.94,43.0,47.0,0.6,70.96774,1985
122,Ilir Latifi,Tyson Pedro,1,205.0,f,DEC,3,2017,15,5,0,1,177.8,185.42,1,2.37,42.0,2.65,52.0,2.33,37.0,100.0,0.7,71.42857,1983,7,2,0,0,190.5,200.66,1,2.63,60.0,2.46,48.0,1.0,28.0,57.0,1.5,77.77778,1991
123,Gilbert Melendez,Jeremy Stephens,0,145.0,f,DEC,3,2017,22,7,0,0,175.26,185.42,1,3.51,33.0,2.35,64.0,1.7,42.0,71.0,0.2,75.86207,1982,28,15,0,0,172.72,180.34,1,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986
124,Sara McMann,Ketlen Vieira,0,,f,SUB,2,2017,11,5,0,0,167.64,167.64,1,2.37,44.0,2.06,47.0,4.67,64.0,66.0,0.5,68.75,1980,10,0,0,0,172.72,172.72,1,2.62,36.0,3.69,56.0,2.21,57.0,92.0,0.8,100.0,1991
126,Rick Glenn,Gavin Tucker,1,145.0,f,DEC,3,2017,21,5,1,0,182.88,177.8,0,4.19,43.0,4.0,54.0,0.8,16.0,65.0,0.4,77.77778,1989,10,1,0,0,167.64,167.64,0,2.6,31.0,5.07,53.0,0.5,20.0,42.0,0.5,90.90909,1986
127,Mitch Clarke,Alex White,0,155.0,f,KO/TKO,2,2017,11,5,0,0,177.8,185.42,1,2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4,68.75,1985,12,5,0,0,182.88,180.34,0,3.86,40.0,2.88,64.0,0.89,45.0,67.0,0.2,70.588234,1988
128,Luis Henrique,Arjan Bhullar,0,265.0,f,DEC,3,2017,10,5,0,1,187.96,187.96,1,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0,62.5,1993,8,1,0,0,185.42,190.5,1,2.16,52.0,2.38,61.0,1.62,66.0,100.0,0.0,88.888885,1986
129,Kajan Johnson,Adriano Martins,1,155.0,f,KO/TKO,3,2017,23,14,1,0,180.34,190.5,1,2.47,42.0,1.59,64.0,1.54,37.0,62.0,0.2,60.526318,1984,28,9,0,0,177.8,182.88,0,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,75.675674,1982
130,David Branch,Luke Rockhold,0,185.0,f,KO/TKO,2,2017,22,5,0,0,185.42,198.12,1,1.67,40.0,1.89,56.0,2.58,32.0,42.0,0.0,81.48148,1981,16,4,0,0,190.5,195.58,0,4.29,48.0,2.32,58.0,0.71,40.0,68.0,1.2,80.0,1984
131,Alex Reyes,Mike Perry,0,170.0,f,KO/TKO,1,2017,13,3,0,0,180.34,185.42,1,4.56,46.0,8.35,38.0,0.0,0.0,0.0,0.0,81.25,1986,12,4,0,0,177.8,180.34,1,4.02,45.0,4.44,57.0,0.83,55.0,68.0,0.0,75.0,1991
132,Anthony Smith,Hector Lombard,1,185.0,f,KO/TKO,3,2017,31,13,0,0,193.04,193.04,1,3.49,47.0,4.14,46.0,0.58,28.0,46.0,1.0,70.454544,1988,34,10,1,2,175.26,180.34,0,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,72.34042,1978
133,Jason Gonzalez,Gregor Gillespie,0,155.0,f,SUB,2,2017,11,4,0,0,187.96,187.96,0,2.81,39.0,3.19,60.0,0.0,0.0,37.0,1.2,73.333336,1990,12,0,0,0,175.26,180.34,1,3.19,48.0,2.28,56.0,7.01,47.0,0.0,1.2,100.0,1986
134,Sergio Moraes,Kamaru Usman,0,170.0,f,KO/TKO,1,2017,14,4,1,0,182.88,182.88,1,2.61,45.0,3.26,62.0,1.14,34.0,75.0,0.6,73.68421,1982,13,1,0,0,182.88,193.04,0,3.64,48.0,1.46,63.0,3.85,47.0,100.0,0.3,92.85714,1987
135,Zu Anyanwu,Justin Ledet,0,265.0,f,DEC,3,2017,14,5,0,0,185.42,195.58,1,2.47,42.0,2.47,69.0,0.65,100.0,0.0,0.0,73.68421,1981,9,1,0,1,193.04,203.2,1,3.47,41.0,4.34,49.0,0.32,50.0,40.0,0.3,81.818184,1988
136,Olivier Aubin-Mercier,Anthony Rocco Martin,1,155.0,f,DEC,3,2017,12,3,0,0,175.26,177.8,0,2.58,53.0,2.68,57.0,2.97,35.0,68.0,0.7,80.0,1989,14,4,0,0,182.88,185.42,1,2.81,41.0,2.96,56.0,1.0,25.0,55.0,1.3,77.77778,1989
137,Anthony Hamilton,Daniel Spitz,0,265.0,f,KO/TKO,1,2017,15,9,0,0,195.58,193.04,1,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,62.5,1980,6,2,0,0,200.66,208.28,1,2.88,39.0,4.77,51.0,1.18,66.0,0.0,0.0,75.0,1990
138,Krzysztof Jotko,Uriah Hall,0,185.0,f,KO/TKO,2,2017,19,4,0,0,185.42,195.58,0,2.86,44.0,1.89,59.0,1.12,37.0,87.0,0.1,82.608696,1989,14,9,0,0,182.88,200.66,1,3.44,52.0,3.61,52.0,0.93,38.0,71.0,0.3,60.869564,1984
139,Gilbert Burns,Jason Saggo,1,155.0,f,KO/TKO,2,2017,13,3,0,0,177.8,180.34,1,2.75,39.0,3.57,57.0,2.23,36.0,38.0,0.9,81.25,1986,12,4,0,0,180.34,180.34,1,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,75.0,1985
140,Yushin Okami,Ovince Saint Preux,0,205.0,f,SUB,1,2017,35,11,0,0,187.96,190.5,0,2.14,39.0,2.1,62.0,2.1,46.0,84.0,0.5,76.08696,1981,23,12,0,0,190.5,203.2,0,2.68,47.0,2.78,44.0,1.18,40.0,66.0,0.6,65.71429,1983
141,Jessica Andrade,Claudia Gadelha,1,,f,DEC,3,2017,19,6,0,0,154.94,157.48,1,6.58,51.0,5.04,51.0,3.2,58.0,75.0,0.5,76.0,1991,16,3,0,0,162.56,160.02,1,3.23,42.0,4.47,57.0,3.94,52.0,58.0,1.0,84.210526,1988
142,Dong Hyun Kim 155,Takanori Gomi,1,155.0,f,KO/TKO,1,2017,16,8,3,0,180.34,177.8,1,3.77,45.0,4.53,53.0,1.67,60.0,33.0,0.0,59.25926,1988,35,14,0,1,170.18,177.8,0,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,70.0,1978
143,Gokhan Saki,Henrique da Silva,1,205.0,f,KO/TKO,1,2017,1,2,0,0,182.88,185.42,1,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0,33.333332,1983,14,5,0,0,190.5,193.04,1,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,73.68421,1989
144,Teruto Ishihara,Rolando Dy,1,145.0,f,DEC,3,2017,11,6,2,0,170.18,175.26,0,3.21,45.0,3.5,53.0,0.52,16.0,32.0,0.0,57.894737,1991,9,7,1,1,172.72,175.26,1,3.04,37.0,4.47,52.0,0.3,20.0,68.0,0.0,50.0,1990
145,Jussier Formiga,Ulka Sasaki,1,125.0,f,SUB,1,2017,22,5,0,0,165.1,170.18,1,1.34,38.0,2.17,65.0,1.86,37.0,85.0,0.7,81.48148,1985,21,6,2,0,177.8,180.34,0,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2,72.413795,1989
146,Keita Nakamura,Alex Morono,1,170.0,f,DEC,3,2017,33,9,2,1,180.34,185.42,0,2.21,36.0,3.46,58.0,2.0,55.0,62.0,0.4,73.333336,1984,14,5,0,1,180.34,182.88,1,3.66,40.0,2.4,64.0,0.0,0.0,40.0,0.6,70.0,1990
147,Chanmi Jeon,Syuri Kondo,0,,f,DEC,3,2017,5,2,0,0,165.1,170.18,1,6.23,31.0,7.77,55.0,0.0,0.0,0.0,0.0,71.42857,1997,6,1,0,0,162.56,167.64,1,8.81,47.0,6.69,70.0,0.0,0.0,0.0,0.0,85.71429,1989
148,Luke Jumeau,Shinsho Anzai,0,170.0,f,DEC,3,2017,13,4,0,0,180.34,182.88,1,3.38,49.0,3.51,54.0,0.33,100.0,91.0,0.0,76.47059,1988,10,3,0,0,170.18,177.8,1,3.23,58.0,3.75,45.0,1.83,16.0,75.0,0.0,76.92308,1985
149,Daichi Abe,Hyun Gyu Lim,1,170.0,f,DEC,3,2017,6,2,0,0,180.34,180.34,1,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,75.0,1991,13,7,1,0,190.5,195.58,1,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,61.904762,1985
150,Tony Ferguson,Kevin Lee,1,155.0,t,SUB,3,2017,25,3,0,0,180.34,193.04,1,5.51,44.0,3.55,63.0,0.6,42.0,76.0,1.5,89.28571,1984,17,3,0,0,175.26,195.58,1,4.06,45.0,2.96,52.0,3.33,42.0,75.0,1.1,85.0,1992
151,Demetrious Johnson,Ray Borg,1,125.0,t,SUB,5,2017,27,3,1,0,160.02,167.64,1,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09677,1986,11,3,0,0,162.56,160.02,1,1.31,48.0,1.92,47.0,2.91,44.0,39.0,1.4,78.57143,1993
152,Fabricio Werdum,Walt Harris,1,265.0,f,SUB,1,2017,23,8,1,0,193.04,195.58,1,3.61,51.0,2.45,56.0,1.65,30.0,31.0,1.1,71.875,1977,11,7,0,0,195.58,195.58,0,2.99,38.0,2.63,63.0,0.22,33.0,75.0,0.2,61.11111,1983
154,Cody Stamann,Tom Duquesnoy,1,135.0,f,DEC,3,2017,17,2,0,0,167.64,162.56,1,4.97,49.0,3.45,62.0,4.19,71.0,88.0,0.0,89.47369,1989,16,2,0,1,170.18,172.72,1,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0,84.210526,1993
156,Marco Beltran,Matt Schnell,0,125.0,f,DEC,3,2017,8,7,0,0,172.72,175.26,1,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2,53.333332,1986,12,4,0,0,172.72,177.8,1,3.64,35.0,3.67,63.0,0.39,25.0,54.0,0.8,75.0,1990
157,John Moraga,Magomed Bibulatov,1,125.0,f,KO/TKO,1,2017,19,7,0,0,167.64,167.64,1,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1,73.07692,1984,14,1,0,0,165.1,165.1,1,3.37,44.0,1.08,60.0,1.8,28.0,100.0,0.0,93.333336,1988
158,Thales Leites,Brad Tavares,0,185.0,f,DEC,3,2017,28,9,0,0,185.42,198.12,1,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,1981,17,6,0,0,185.42,187.96,1,3.02,40.0,2.73,55.0,1.04,27.0,77.0,0.0,73.91304,1987
159,Darren Till,Donald Cerrone,1,170.0,f,KO/TKO,1,2017,17,1,1,0,182.88,187.96,0,2.39,45.0,2.98,61.0,0.5,33.0,86.0,0.0,89.47369,1992,34,11,0,1,185.42,185.42,1,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983
160,Karolina Kowalkiewicz,Jodie Esquibel,1,,f,DEC,3,2017,13,3,0,0,160.02,162.56,1,5.76,38.0,5.16,56.0,0.14,14.0,87.0,0.0,81.25,1985,6,4,0,0,160.02,162.56,1,4.87,40.0,8.5,52.0,0.0,0.0,87.0,0.0,60.0,1986
161,Devin Clark,Jan Blachowicz,0,205.0,f,SUB,2,2017,9,2,0,0,182.88,190.5,1,3.35,57.0,2.81,41.0,3.36,48.0,80.0,0.3,81.818184,1990,23,7,0,0,187.96,198.12,1,3.64,50.0,3.01,53.0,1.59,54.0,55.0,0.4,76.666664,1983
162,Jonathan Wilson,Oskar Piechota,0,185.0,f,DEC,3,2017,7,3,0,0,187.96,190.5,0,2.92,48.0,5.65,56.0,0.37,100.0,80.0,0.0,70.0,1987,11,1,1,0,182.88,193.04,0,3.58,57.0,2.83,58.0,1.12,50.0,25.0,2.8,84.61539,1990
163,Marcin Held,Nasrat Haqparast,1,155.0,f,DEC,3,2017,23,7,0,0,175.26,180.34,1,1.41,34.0,2.02,47.0,2.46,46.0,37.0,1.3,76.666664,1992,10,2,0,0,177.8,182.88,0,5.42,46.0,3.27,75.0,0.33,25.0,78.0,0.0,83.333336,1995
164,Damian Stasiak,Brian Kelleher,0,135.0,f,KO/TKO,3,2017,10,6,0,0,165.1,177.8,1,1.86,36.0,3.1,52.0,2.64,35.0,43.0,0.6,62.5,1990,19,9,0,0,167.64,167.64,0,5.06,45.0,5.98,54.0,1.29,28.0,84.0,0.7,67.85714,1986
165,Ramazan Emeev,Sam Alvey,1,185.0,f,DEC,3,2017,18,3,0,0,177.8,193.04,0,2.51,47.0,1.4,70.0,2.0,33.0,80.0,0.3,85.71429,1987,33,11,0,1,187.96,190.5,0,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,1986
166,Andre Fili,Artem Lobov,1,145.0,f,DEC,3,2017,18,6,0,0,180.34,187.96,1,3.72,36.0,3.72,53.0,2.8,46.0,69.0,0.2,75.0,1990,14,15,1,1,175.26,165.1,0,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,45.16129,1986
167,Salim Touahri,Warlley Alves,0,170.0,f,DEC,3,2017,10,2,0,0,177.8,182.88,1,2.33,47.0,2.53,60.0,0.0,0.0,71.0,0.0,83.333336,1989,13,3,0,0,180.34,182.88,1,2.88,46.0,4.09,49.0,1.22,44.0,80.0,0.9,81.25,1991
168,Aspen Ladd,Lina Lansberg,1,,f,KO/TKO,2,2017,7,0,0,0,167.64,167.64,1,6.92,57.0,4.55,37.0,1.37,100.0,100.0,0.0,100.0,1995,8,4,0,0,170.18,165.1,1,3.63,55.0,5.31,46.0,0.5,22.0,33.0,0.2,66.666664,1982
169,Felipe Arantes,Josh Emmett,0,145.0,f,DEC,3,2017,18,10,1,2,172.72,185.42,1,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,58.064518,1988,13,2,0,0,167.64,177.8,1,3.89,37.0,3.64,63.0,1.9,52.0,50.0,0.2,86.666664,1985
170,Lyoto Machida,Derek Brunson,0,185.0,f,KO/TKO,1,2017,24,8,0,0,185.42,187.96,0,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,1978,18,7,0,0,185.42,195.58,0,3.03,44.0,2.55,50.0,2.74,28.0,100.0,0.6,72.0,1984
171,Colby Covington,Demian Maia,1,170.0,f,DEC,3,2017,14,1,0,0,180.34,182.88,1,3.26,38.0,2.2,57.0,5.63,51.0,78.0,0.2,93.333336,1988,25,9,0,0,185.42,182.88,0,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977
172,Rob Font,Pedro Munhoz,0,135.0,f,SUB,1,2017,15,4,0,0,172.72,180.34,1,4.38,39.0,3.69,63.0,1.13,29.0,25.0,0.9,78.947365,1987,16,3,0,1,167.64,162.56,1,4.79,41.0,5.34,58.0,1.15,21.0,71.0,1.3,80.0,1986
173,Francisco Trinaldo,Jim Miller,1,155.0,f,DEC,3,2017,23,6,0,0,175.26,177.8,0,3.27,45.0,2.47,60.0,1.17,45.0,63.0,0.5,79.31035,1978,29,12,0,1,172.72,180.34,0,2.79,40.0,2.89,59.0,1.7,41.0,47.0,1.9,69.04762,1983
174,Thiago Santos,Jack Hermansson,1,185.0,f,KO/TKO,1,2017,19,6,0,0,182.88,193.04,1,4.89,50.0,2.04,62.0,0.87,37.0,65.0,0.1,76.0,1984,17,4,0,0,185.42,195.58,1,4.49,54.0,1.93,63.0,1.99,46.0,69.0,0.3,80.95238,1988
175,Marlon Vera,John Lineker,0,135.0,f,DEC,3,2017,12,5,1,0,172.72,177.8,0,3.23,44.0,3.93,52.0,0.78,37.0,68.0,1.3,66.666664,1992,31,8,0,0,160.02,170.18,1,5.22,40.0,3.95,56.0,0.52,60.0,69.0,0.6,79.48718,1990
176,Vicente Luque,Niko Price,1,170.0,f,SUB,2,2017,14,6,1,0,180.34,190.5,1,3.71,51.0,3.03,55.0,1.48,50.0,61.0,1.0,66.666664,1991,12,2,0,1,182.88,193.04,1,2.5,29.0,4.04,56.0,1.44,28.0,75.0,1.8,80.0,1989
177,Antonio Carlos Junior,Jack Marshman,1,185.0,f,SUB,1,2017,11,2,0,1,187.96,200.66,1,2.11,46.0,1.85,54.0,3.75,46.0,57.0,1.1,78.57143,1990,22,8,0,0,182.88,185.42,1,2.87,31.0,3.78,56.0,0.0,0.0,22.0,0.0,73.333336,1989
178,Jared Gordon,Hacran Dias,1,155.0,f,DEC,3,2017,14,2,0,0,175.26,172.72,1,6.68,50.0,2.92,68.0,3.41,42.0,100.0,0.0,87.5,1988,23,6,1,0,172.72,175.26,1,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,76.666664,1984
179,Elizeu Zaleski dos Santos,Max Griffin,1,170.0,f,DEC,3,2017,20,5,0,0,180.34,185.42,1,4.33,40.0,2.95,62.0,0.36,10.0,50.0,0.5,80.0,1986,14,5,0,0,180.34,193.04,1,3.45,43.0,3.37,54.0,0.26,25.0,57.0,0.3,73.68421,1985
180,Jarred Brooks,Deiveson Figueiredo,0,125.0,f,DEC,3,2017,14,2,0,0,160.02,157.48,0,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6,87.5,1993,15,0,0,0,165.1,172.72,1,2.25,54.0,1.62,54.0,2.46,53.0,50.0,3.9,100.0,1987
181,Christian Colombo,Marcelo Golm,0,265.0,f,SUB,1,2017,8,3,1,0,195.58,203.2,1,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,66.666664,1980,6,2,0,0,190.5,190.5,1,4.26,60.0,3.92,47.0,0.47,50.0,87.0,0.5,75.0,1992
182,Georges St-Pierre,Michael Bisping,1,185.0,t,SUB,3,2017,26,2,0,0,180.34,193.04,1,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,92.85714,1981,31,9,0,0,185.42,190.5,1,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,77.5,1979
183,Cody Garbrandt,TJ Dillashaw,0,135.0,t,KO/TKO,2,2017,11,2,0,0,172.72,165.1,1,3.48,37.0,3.43,66.0,1.0,33.0,100.0,0.0,84.61539,1991,17,3,0,0,167.64,170.18,1,5.38,41.0,2.94,66.0,1.69,37.0,86.0,1.0,85.0,1986
184,Rose Namajunas,Joanna Jedrzejczyk,1,,t,KO/TKO,1,2017,9,3,0,0,165.1,165.1,1,3.72,41.0,3.72,60.0,2.34,59.0,45.0,0.9,75.0,1992,15,2,0,0,167.64,165.1,1,6.44,47.0,2.67,66.0,0.15,66.0,82.0,0.0,88.23529,1987
185,Stephen Thompson,Jorge Masvidal,1,170.0,f,DEC,3,2017,14,3,1,0,182.88,190.5,1,3.45,42.0,2.51,60.0,0.41,45.0,78.0,0.0,77.77778,1983,32,13,0,0,180.34,187.96,1,4.15,46.0,2.96,67.0,1.73,58.0,78.0,0.4,71.111115,1984
187,James Vick,Joe Duffy,1,155.0,f,KO/TKO,2,2017,13,2,0,0,190.5,193.04,1,4.16,38.0,3.05,62.0,0.32,33.0,56.0,0.8,86.666664,1987,16,3,0,0,177.8,185.42,1,3.07,34.0,3.45,58.0,0.66,100.0,71.0,1.0,84.210526,1988
188,Mark Godbeer,Walt Harris,1,265.0,f,DQ,1,2017,13,4,0,0,193.04,195.58,1,3.97,53.0,3.3,54.0,0.0,0.0,28.0,0.0,76.47059,1983,11,7,0,0,195.58,195.58,0,2.99,38.0,2.63,63.0,0.22,33.0,75.0,0.2,61.11111,1983
189,Corey Anderson,Ovince Saint Preux,0,205.0,f,KO/TKO,3,2017,12,4,0,0,190.5,200.66,1,4.55,47.0,2.2,59.0,5.48,52.0,75.0,0.0,75.0,1989,23,12,0,0,190.5,203.2,0,2.68,47.0,2.78,44.0,1.18,40.0,66.0,0.6,65.71429,1983
190,Mickey Gall,Randy Brown,0,170.0,f,DEC,3,2017,5,1,0,0,187.96,187.96,0,1.47,52.0,2.21,43.0,2.33,66.0,50.0,5.2,83.333336,1992,10,3,0,0,190.5,198.12,1,2.89,44.0,2.37,55.0,0.99,41.0,77.0,0.6,76.92308,1990
191,Curtis Blaydes,Aleksei Oleinik,1,265.0,f,KO/TKO,2,2017,10,1,0,1,193.04,203.2,1,4.2,50.0,2.26,56.0,6.82,57.0,25.0,0.0,83.333336,1991,54,11,1,0,187.96,203.2,1,3.06,48.0,3.28,53.0,2.99,39.0,11.0,2.7,81.818184,1977
192,Aiemann Zahabi,Ricardo Ramos,0,135.0,f,KO/TKO,3,2017,7,1,0,0,172.72,172.72,1,3.34,41.0,3.93,62.0,0.0,0.0,72.0,0.0,87.5,1987,12,1,0,0,175.26,182.88,1,3.36,42.0,3.31,58.0,1.43,50.0,72.0,0.7,92.30769,1995
